epoch,train_loss,eval_accuracy,eval_f1_weighted,eval_f1_macro
1,0.49950113961179005,0.9176276771004942,0.9188446042508351,0.8289948163173315
2,0.32911859118183584,0.9225700164744646,0.9231545641599173,0.8368363559414123
3,0.1836828879665853,0.9275123558484349,0.9275123558484349,0.8449012775842044
